prompt,answer,numeric_label
"premissa: Sànchez presenta una candidatura per a dirigir la Crida amb Morral, Artadi i Pep Andreu
hipòtesi: Sánchez vol dirigir la Crida
etiqueta: implicació
----
premissa: Especialment en xarxes socials, es veta que les dones puguin ensenyar els mugrons, a diferència dels homes, i se censuren aquestes publicacions.
hipòtesi: A les dones no els agrada ensenyar les cuixes a les xarxes. 
etiqueta: neutre
----
premissa: Brindo pels que van fer el viatge i brindo també per Camí, un escultor de la consciència.
hipòtesi: Manifesto la meva indiferència cap als viatgers.
etiqueta: contradicció
----
premissa: Per a rebre més informació i inscriure se els interessats poden dirigir se a La Molinada —avinguda Prat de la Riba, 27—.
hipòtesi: Al moment de fer la inscripció, us demanarem dades personals.
etiqueta:",implicació,0
"premissa: Les protestes han estat multitudinàries i un crit per la llibertat dels nou condemnats que han deixat petites les places on s'han convocat les cites comarcals.
hipòtesi: Moltes persones han expressat la seva posició respecte als nou condemnats.
etiqueta: implicació
----
premissa: El saldo d'aquesta suma d'1.410.000 dòlars, a saber: 1.160.000 ha de romandre en fideïcomís amb els Estats Units, i un cinc per cent.
hipòtesi: El saldo està mal calculat. 
etiqueta: neutre
----
premissa: Presidència deixarà d’oferir les beques que la Inspecció de Treball va considerar fraudulentes
hipòtesi: Presidència continuarà donant la possibilitat de demanar les beques
etiqueta: contradicció
----
premissa: Emplenar l'imprès de sol·licitud on consta el motiu, el text de la pancarta i els dies sol·licitats (màxim de 15 dies).
hipòtesi: A l'hora d'emplenar l'imprès de sol·licitud, s'ha de tenir clar què dirà la pancarta.
etiqueta:",implicació,0
"premissa: Poc després, però, aquell segon lloc fou anul·lat per qüestions de reglament, ja que Grace no havia posat benzina al lloc establert.
hipòtesi: Grace va estar en segona posició durant un temps només.
etiqueta: implicació
----
premissa: Si el ciclisme és una metàfora de la seva política de promoció de l'esport i la ciutat això explica que la deriva d'aquest partit sigui catastròfica.
hipòtesi: El ciclisme és un esport que consisteix a la realització de curses que tenen en comú l'ús de la bicicleta.
etiqueta: neutre
----
premissa: A partir de les 23:30 hores · Segona edició de la de la Joventut Socialista de Salou.
hipòtesi: La segona edició de la Joventut Socialista de Salou comença a les vuit del vespre.
etiqueta: contradicció
----
premissa: El Suprem també declara vacants els escons de Puigdemont i Comín
hipòtesi: Fins ara havien pogut votar per delegació
etiqueta:",neutre,1
"premissa: La família Grego es va enriquir força a la darreria del segle XIX, amb negocis de farines i finques al delta.
hipòtesi: La família Grego era més pobre a principis del segle XIX que al final.
etiqueta: implicació
----
premissa: I castigar, de passada, Kubala, encara nineta dels ulls de l'afició i poder fàctic que considerava enemic.
hipòtesi: Kubala va arribar al Barça el 1950.
etiqueta: neutre
----
premissa: Aportem al govern la sensibilitat que des de l'esquerra es té
hipòtesi: L'esquerra és insensible.
etiqueta: contradicció
----
premissa: Són nens que, com tots les altres, els veuen per la televisió i són els seus ídols.
hipòtesi: Els nens els han vist en directe.
etiqueta:",contradicció,2
"premissa: Sabadell escollirà entre monarquia o república en una consulta popular el 6 d’octubre
hipòtesi: A Sabadell es realitzarà una consulta popular
etiqueta: implicació
----
premissa: ERC respecta la decisió de Comín i no li demanarà l’acta de diputat del parlament
hipòtesi: La situació de Comín ha fet prendre aquesta decisió
etiqueta: neutre
----
premissa: Originari de la província d'Ise (actual prefectura de Mie), integra a un temple de muntanya el 1283.
hipòtesi: Originari de la província d'Ise (actual prefectura de Mie), exclou un temple de muntanya el 1283.
etiqueta: contradicció
----
premissa: L'AMPA ofereix un nou servei a les famílies sòcies de l'AMPA que són usuàries del Facebook.
hipòtesi: El Facebook és una xarxa social creada per Mark Zuckerberg.
etiqueta:",neutre,1
"premissa: En canvi, un cop travessat el segon pom, van aplicar tota la seva veterania per controlar una descarregada que acabà sent d'allò més plàcida.
hipòtesi: Els castellers van poder baixar fins a la pinya sense problemes.
etiqueta: implicació
----
premissa: Aquí serveix per parlar de l'avorriment de les classes burgeses, que malgrat tenir ho tot estan angoixades.
hipòtesi: Les classes més benestants inclouen els burgesos i els grans capitalistes.
etiqueta: neutre
----
premissa: Posteriorment es poden pactar altres condicions però ara l'empresa ha de complir les existents, assenyala Palomares.
hipòtesi: Les condicions actuals ja es van pactar al seu moment i així es mantindran, diu Palomares.
etiqueta: contradicció
----
premissa: Els CDR col·loquen llaços grocs a Fraga i en alguns punts de l’Aragó
hipòtesi: Els CDR han ficat llaços grocs a les façanes dels edificis públics de Fraga
etiqueta:",neutre,1
"premissa: L’Audiència espanyola arxiva la causa contra onze ex-consellers de Catalunya Caixa però la manté contra Serra i quatre més
hipòtesi: Serra i altres quatre ex-consellers de Catalunya Caixa seran encausats
etiqueta: implicació
----
premissa: És el mateix Juliol Zamora qui al costat de Pepe Soriano obren les portes d'un nou espai Cultural per als veïns de Tigre.
hipòtesi: Zamora i Soriano es coneixien des de la seva èpioca d'estudiants.. 
etiqueta: neutre
----
premissa: Una cinquantena d’interns del CIE de la Zona Franca es declaren en vaga de fam
hipòtesi: Es tanquen tots els CIEs del territori
etiqueta: contradicció
----
premissa: Els cabdells de droga, llestos per consumir, viatjaven dins una bossa d'escombraries.
hipòtesi: La droga estava amagada sota els seients del cotxe.
etiqueta:",contradicció,2
"premissa: Laura Borràs deixa plantat el Suprem i no anirà a declarar
hipòtesi: El Suprem ha citat Laura Borràs
etiqueta: implicació
----
premissa: Al voltant d'aquestes dates i per iniciativa de Gautena, Autisme Europa celebrarà també la seva assemblea anual.
hipòtesi: Gautena és l'associació Guipozcuoana d'autisme
etiqueta: neutre
----
premissa: Així la classificació de la circulació atmosfèrica utilitzava 1.275 perfils de circulació únics, un per dia de precipitació significativa.
hipòtesi: Els perfils de circulació usats en la classificació es repetien cada 1.275 dies.
etiqueta: contradicció
----
premissa: Un nou vídeo demostra que Arrimadas provocava a l’Orgull LGTB de Madrid
hipòtesi: Arrimadas està en contra de l'Orgull LGTB de Madrid
etiqueta:",implicació,0
"premissa: Els darrers anys hem assistit a dues dinàmiques que han aprofundit aquesta situació.
hipòtesi: L'aprofundiment de la situació és recent.
etiqueta: implicació
----
premissa: A més, s'ha dirigit a Puigdemont i ha assegurat que ""el que sí que existeix són els tribunals dels estats democràtics i del segle XXI"".
hipòtesi: Els votants d'ERC prefereixen pactar amb Puigdemont.
etiqueta: neutre
----
premissa: De vins de pansa blanca, xarel·lo, cartoixà amb Sara Pérez
hipòtesi: Amb la pansa blanca és impossible fer vi
etiqueta: contradicció
----
premissa: RA2: Conèixer i saber aplicar correctament els llenguatges de representació de la informació al web HTML i CSS.
hipòtesi: Crear llenguatges de representació de la informació al web.
etiqueta:",contradicció,2
"premissa: Torra no ha valorat la intervenció del PPC en considerar que ha estat un cúmul de ""despropòsits"".
hipòtesi: Abans de la compareixença de Torra, ha intervingut el PPC.
etiqueta: implicació
----
premissa: Les companyies del sector ja fa anys que reclamen al govern espanyol una reducció de l’IVA.
hipòtesi: L'IVA que es paga per comprar un pis d'obra nova és del 10 %.
etiqueta: neutre
----
premissa: I si es crema un bosc, instintivament mirem per la finestra com un reconeixement al nostre veí natura.
hipòtesi: I si es crema un bosc, instintivament truquem als bombers.
etiqueta: contradicció
----
premissa: La participació del 10-N cau per sota del 60% arreu del país
hipòtesi: Gairebé tota la població amb dret a vot va anar a dipositar el seu vot durant el 10-N
etiqueta:",contradicció,2
"premissa: Però tornant al partit, l'hoquei d'alt nivell no s'ha aturat quan han arribat els canvis.
hipòtesi: Els aficionats han continuat gaudint de l'hoquei d'alt nivell.
etiqueta: implicació
----
premissa: I si els quasi 7 km se us fan llargs, atureu-vos en qualsevol dels bars a esmorzar, berenar o fer un bon vermut..
hipòtesi: L'esmorzar se serveix a partir de les 7 del matí.
etiqueta: neutre
----
premissa: La crisi Compromís-Podem porta cua i Jordi Sebastià hi diu la seva
hipòtesi: La relació entre Compromís i Podem és més bona que mai
etiqueta: contradicció
----
premissa: La policia el va lliurar als Mossos d'Esquadra després de fer les diligències prèvies.
hipòtesi: Els Mossos d'Esquadra el van rebre amb les diligències ja fetes.
etiqueta:",implicació,0
"premissa: Els vots del Botànic reelegeixen Enric Morera com a president de les Corts
hipòtesi: Enric Morera continua el seu mandat a les Corts
etiqueta: implicació
----
premissa: El Macba segueix el rastre de la influència del punk en l’art contemporani
hipòtesi: El punk acapara un espai important dintre de l'art contemporani
etiqueta: neutre
----
premissa: De la mateixa manera es mostren les diferents activitats econòmiques de les zones rurals i de la ciutat.
hipòtesi: Es presenten les diferents activitats esportives que es poden fer a les zones rurals i a la ciutat.
etiqueta: contradicció
----
premissa: Per compensar, a la tardor Jonsson guanyà la Trans-AMA, tot vencent en nou curses consecutives.
hipòtesi: Les curses d'orientació estimulen el poder d econcentració.
etiqueta:",neutre,1
"premissa: González Pons (PP) envia ara una carta a tots els eurodiputats qüestionant la justícia alemanya per Puigdemont
hipòtesi: Els eurodiputats han rebut una carta de Gonzalez Pons
etiqueta: implicació
----
premissa: Maria Lourdes Comas, ""Pujant i baixant escales fem estalvi i salut"", guanyadora del tercer concurs d'idees ambiental i sostenibles del CHV.
hipòtesi: El Consorci Hospitalari de Vic (CHV) és una institució que ofereix serveis assistencials a nivell sanitari, sociosanitari i de salut mental.
etiqueta: neutre
----
premissa: Generalment la crítica lleu que es fa d'aquesta ""coentor"" o presumpció és merament moral, no sociolingüística.
hipòtesi: La crítica lleu que es fa d'aquesta ""coentor"" o presumpció és estrictament sociolingüística.
etiqueta: contradicció
----
premissa: El TSJC rebutja el recurs de Forcadell sobre l’admissió a tràmit de la querella per desobediència i prevaricació
hipòtesi: Forcadell no obté l'aprovació del TSJC
etiqueta:",implicació,0
"premissa: El 2008 es va quedar sense feina i no va poder pagar la quota mensual.
hipòtesi: Des que va perdre la feina, va començar a tenir deutes.
etiqueta: implicació
----
premissa: Amb les caramelles i la diada de la Mona prevista per demà, Tàrrega tanca els actes de Setmana Santa.
hipòtesi: La Semana Santa sempre es clou amb actes corals.
etiqueta: neutre
----
premissa: Encara que Malaca és el genuí soldanat malai, avui dia no té soldà.
hipòtesi: Malaca, el genuí soldanat malai actual.
etiqueta: contradicció
----
premissa: Digues los que hi haurà una quantiosa recompensa per a aquell que ho trobi... i un increïble sofriment per a aquells que fallin.
hipòtesi: Val molt més la pena trobar-ho que fallar.
etiqueta:",implicació,0
"premissa: Més tard es trasllada a París per a estudiar a l'Escola Normal de Música.
hipòtesi: Va anar a la capital francesa per a formar-se. 
etiqueta: implicació
----
premissa: Andorra investigarà les amenaces de la policia espanyola a la BPA per obtenir informació de Pujol, Mas i Junqueras
hipòtesi: La denuncia d'amenaces la van fer directius de BPA
etiqueta: neutre
----
premissa: La irresponsabilitat de l'estat no ens pot portar a nosaltres a fer una reculada com aquella, defensa.
hipòtesi: L'estat ha actuat amb una responsabilitat exemplar.
etiqueta: contradicció
----
premissa: El 1999 l'estadi es va enderrocar, i al terreny que ocupava s'hi varen construir habitatges de protecció oficial.
hipòtesi: El 1999 es va enderrocar l'estadi per construir-ne un de nou al mateix lloc.
etiqueta:",contradicció,2
"premissa: Encara que això essencialment creava la possibilitat de prescindir de músics, Zappa veia el Synclavier i els músics de carn i os com a coses diferents.
hipòtesi: El que li oferia Synclavier a Zappa no reemplaçava el que li oferien els músics.
etiqueta: implicació
----
premissa: A tot, Roigé s'ha mostrat disposada, i ""amb absoluta força"", de governar amb minoria.
hipòtesi: Roigé demana extremar les precaucions davant l'augment de positius.
etiqueta: neutre
----
premissa: De ben segur, que no em culparien per abandonar la nostra capital en un temps com aquest-
hipòtesi: Em farien culpable si abandonés la nostra capital en un temps com aquest.
etiqueta: contradicció
----
premissa: L’arquebisbe de Barcelona critica l’avortament fins i tot si és fruit d’una violació
hipòtesi: L'arquebisbe de Barcelona advoca a favor de l'avortament
etiqueta:",contradicció,2
"premissa: ERC demana la dimissió d’Eva Parera com a consellera del CAC pel seus vincles amb Ciutadans
hipòtesi: Eva Parera està vinculada a Ciutadans
etiqueta: implicació
----
premissa: Aquest no és el primer incentiu fiscal que la Generalitat posa en marxa amb l'objectiu d'augmentar els recursos destinats a universitats i centres de recerca.
hipòtesi: A Barcelona hi ha més de 90 centres de recerca.
etiqueta: neutre
----
premissa: Patricia Cornwell és descendent de l'escriptora abolicionista Harriet Beecher Stowe.
hipòtesi: Patricia Cornwell pertant a una branca familiar diferent a la de l'escriptora abolicionista Harriet Beecher Stowe.
etiqueta: contradicció
----
premissa: Així s'expressa Xavier Ros quan parla dels problemes amb què es troben des de la direcció del museu per poder lo tirar endavant.
hipòtesi: Xavier Ros i la direcció del museu no comparteixen la mateixa línia d'actuació.
etiqueta:",implicació,0
"premissa: Ara poques vegades raja, però s'hi pot beure aigua de la xarxa pública.
hipòtesi: Si l'aigua prové de la xarxa pública, ja no és una font natural.
etiqueta: implicació
----
premissa: Les paraules que ha usat sonaven igual que les del diari de matí... en relació amb l'escriptor i la seva dona que van ser assaltats ahir.
hipòtesi: L'escriptor es va casar amb una infermera que havia conegut durant la seva estada a l'hospital.
etiqueta: neutre
----
premissa: Barcelona presenta la candidatura al Consell Europeu per ser la nova seu de l’Agència Europea de Medicaments
hipòtesi: Barcelona refusa ser seu de l'Agència Europea de Medicaments
etiqueta: contradicció
----
premissa: Des d'ara demanem la immediata aturada de les actuacions policials i la llibertat dels i les detingudes.
hipòtesi: La policia ha detingut diverses persones.
etiqueta:",implicació,0
"premissa: Al veure centellejos de negre i blanc, els receptors descansen i s'activen respectivament.
hipòtesi: Els receptors són capaços de processar centellejos en blanc i negre.
etiqueta: implicació
----
premissa: El Maresme es mobilitza per aturar el pacte entre JxCat i el PSC al consell comarcal
hipòtesi: El Maresme ja ha escollit el consell comarcal
etiqueta: neutre
----
premissa: És el mateix argument que ha donat Manuel Bustos a través d'un comunicat que ha penjat al perfil de Facebook després de la seva declaració.
hipòtesi: És un argument oposat al que ha donat Manuel Bustos a través d'un comunicat.
etiqueta: contradicció
----
premissa: Vull que foti el camp a casa seva.
hipòtesi: Tinc ganes de recuperar el meu espai.
etiqueta:",implicació,0
"premissa: La darrera cita del calendari serà a la Val d'Aran, els dies 8 i 9 i amb la individual i la vertical en el programa.
hipòtesi: A la Vall d'Aran es tancarà el calendari.
etiqueta: implicació
----
premissa: Adjudicades per 800.000 € les obres de la via ciclista que unirà Breda i l'estació de tren de Riells i Viabrea.
hipòtesi: Breda és un municipi de la comarca de la Selva a la província de Girona
etiqueta: neutre
----
premissa: Baleària arranca la seua nova línia amb Algèria amb 60 vehicles i uns 150 passatgers
hipòtesi: Baleària segueix am les mateixes línies i no obrirà mercat de moment
etiqueta: contradicció
----
premissa: Neix a la Ruta 3, al departament de Paysandú, amb direcció nord i nord-est, i travessa els departaments de Paysandú, Tacuarembó i Cerro Largo.
hipòtesi: Recorre tres departament uruguaians.
etiqueta:",implicació,0
"premissa: Limita al nord amb Derio i Zamudio, a l'oest amb el districte d'Uribarri, al sud amb Txurdinaga i a l'est amb Etxebarri
hipòtesi: No té sortida directa al mar.
etiqueta: implicació
----
premissa: Els últims 48 quilòmetres del riu estan envoltats per extensos pantans i aiguamolls excepte a la costa.
hipòtesi: Els primers quilómetres del riu transcorren en un paisatge de mitja muntanya.
etiqueta: neutre
----
premissa: El PDECat i el PNB anuncien el trencament de la coalició electoral per a les europees del 26-M
hipòtesi: El PNB es presentarà conjuntament amb el PDECat a les eleccions del 26-M
etiqueta: contradicció
----
premissa: En el seu camí a l'escola, veuen al pare de Taro en un cotxe, i insten al seu pare a pujar i saludar lo .
hipòtesi: Quan tornaven de l'escola, van veure el pare de Taro en un cotxe.
etiqueta:",contradicció,2
"premissa: Durant el franquisme fou membre actiu del Grup Democràtic de Periodistes.
hipòtesi: Durant el franquisme va col·laborar força amb el Grup Democràtic de Periodistes.
etiqueta: implicació
----
premissa: Aquests han estat els elements més característics dels actes de la vigília del Dia de la Mare de Déu de Misericòrdia.
hipòtesi: El santuari de la Mare de Déu de la Misericòrdia va ser projectat per l'arquitecte Francesc Molina.
etiqueta: neutre
----
premissa: Un altre any, el seu mateix temple solar fou dotat amb 425 hectàrees en una única donació.
hipòtesi: Aquell temple va rebre una donació de 50 litres de vi.
etiqueta: contradicció
----
premissa: El tribunal de Gant ajorna fins al 18 de juny la vista sobre l’extradició de Valtònyc
hipòtesi: Valtònyc està fora d'Espanya
etiqueta:",implicació,0
"premissa: Cal fer l'ús necessari dels vestidors, allargar l'estada innecessàriament interfereix en la resta d'activitats que el Club organitza.
hipòtesi: Els vestidors no són per estar-s'hi a passar l'estona.
etiqueta: implicació
----
premissa: JxCat no dóna suport a la investidura de Sánchez per la vulneració de drets
hipòtesi: Sánchez ja no comptava amb els vots independentistes
etiqueta: neutre
----
premissa: Jaume Puy pren possessió com a nou rector de la Universitat de Lleida
hipòtesi: La presa de possessió de Jaume Puy serà la setmana que ve
etiqueta: contradicció
----
premissa: El dia 3 de maig els participants de CooVives vendrem biquinis calents, acabats de fer, per a tots i totes!
hipòtesi: El dia 3 de maig podreu comprar biquinis calents, acabats de fer.
etiqueta:",implicació,0
"premissa: Segon concert del 56è Festival de Pollença, o primer de l'era del sanedrí musical d'indiscutible capacitat per dur a bon port aquest difícil repte.
hipòtesi: Tenim molta confiança en els nous organitzadors del Festival de Pollença.
etiqueta: implicació
----
premissa: La desocupació a Andorra es va situar en el 2% el 2018, la xifra més baixa de la darrera dècada
hipòtesi: Andorra celebra la xifra de la desocupació del 2018
etiqueta: neutre
----
premissa: BComú renunciarà a un regidor en totes les votacions per compensar l’absència de Forn
hipòtesi: Forn va a tots els plens
etiqueta: contradicció
----
premissa: TVBoy homenatja l’Open Arms amb una pintada a la platja de la Barceloneta
hipòtesi: La platja de la Barceloneta plena de pintades a favor de l'Open Arms
etiqueta:",neutre,1
"premissa: Aquesta va accedir a la casa amb unes claus i va comentar a la noia que venia a buscar una cosa que s'havia deixat.
hipòtesi: No va trucar al timbre perquè duia claus.
etiqueta: implicació
----
premissa: De sobte, ens adonem que allà davant, darrere de les cortines, està la veïna romancera que li agrada molt parlar.
hipòtesi: Les cortines i estors ens ajuden a regular la quantitat de llum que entra a casa i et donen privacitat
etiqueta: neutre
----
premissa: El CEO reforça el lideratge de VilaWeb en la premsa digital
hipòtesi: El CEO assenyala que hi ha un altre mitjà digital més llegit que VilaWeb
etiqueta: contradicció
----
premissa: Segueixo l'analogia entre informàtica i escriptura: imaginem que l'informàtic és lingüista.
hipòtesi: La informàtica i l'escriptura tenen elements comuns.
etiqueta:",implicació,0
"premissa: El PP proposa Manuel Marchena, ponent del judici a l’1-O, com a nou president del CGPJ
hipòtesi: Manuel Marchena és la proposta del PP per presidir el CGPJ
etiqueta: implicació
----
premissa: Espero que puguem fer-ho com a primera força, ha expressat.
hipòtesi: El PSC és la primera força no independentista.
etiqueta: neutre
----
premissa: Els trasplantaments de còrnia i teixit ocular han arribat a 1.500 persones a tot Catalunya durant aquest any.
hipòtesi: A Catalunya, aquests sis darrers mesos s'han fet 1500 trasplantaments de còrnia i teixit ocular.
etiqueta: contradicció
----
premissa: El nivell acústic de Ciutat Vella supera els llindars associats a la pèrdua de salut
hipòtesi: L'excés de sorolls al barri han estat denunciats per molts veïns
etiqueta:",neutre,1
"premissa: Aquesta necessitat de coneixements útils o aplicables per a determinades disciplines es deixava per a altres.
hipòtesi: No tothom adquiria coneixements útils.
etiqueta: implicació
----
premissa: Sanchis, Gordillo i Llorach planten cara a l’unionisme al parlament i demanen respecte pels mitjans públics
hipòtesi: L'unionisme creu que aquests mitjans són partidistes
etiqueta: neutre
----
premissa: El Tribunal de Comptes comença el procediment per portar Mas a judici pel 9-N
hipòtesi: El Tribunal de Comptes veu innocent a Mas
etiqueta: contradicció
----
premissa: Queda pendent veure si el Tribunal Constitucional (TC) utilitza la controvertida capacitat que té ara per suspendre càrrecs institucionals.
hipòtesi: El Tribunal Constitucional rebutja la llei de l'habitatge.
etiqueta:",neutre,1
"premissa: Els nous vestits s'estrenaran dins del correfoc de la festa major petita el 27 de juliol.
hipòtesi: El correfoc forma part de la programació de la festa major petita.
etiqueta: implicació
----
premissa: ERC vol que Aragonès també assisteixi a la taula de negociació entre governs
hipòtesi: En totes les taules de negociació es recomana l'assistència d'un mediador
etiqueta: neutre
----
premissa: Aquest vers pertany a un poema escrit abans del naixement de la meva filla.
hipòtesi: El casament de la meva filla em va inspirar per escriure el poema del qual forma part aquest vers.
etiqueta: contradicció
----
premissa: L’estat espanyol col·labora amb Turquia, tot i la violació de drets humans
hipòtesi: Turquia vulnera els drets humans
etiqueta:",implicació,0
"premissa: Tots els mitjans construixen un relat i les xarxes socials també fan el seu.
hipòtesi: Hi ha dos relats dels mateixos esdeveniments.
etiqueta: implicació
----
premissa: Del contrari, si hi arribau, la fi d'aquesta legislatura hauria de ser, pel bé de tots, la fi de la vostra carrera política.
hipòtesi: La fi d'aquesta legislatura té lloc el proper dia 11.
etiqueta: neutre
----
premissa: La Beth va despullar B1400se i en Carles i jo vam fer el mateix.
hipòtesi: En Carlos i jo vam continuar vestits tot i que la Bet es va despullar.
etiqueta: contradicció
----
premissa: Atès que diversos ajuntaments han demostrat la impossibilitat de cobrir la seva participació en el finançament de les actuacions (obres núm.
hipòtesi: Han començat les actuacions contra la processionària.
etiqueta:",neutre,1
"premissa: Així funciona Alerta Solidària, la xarxa d’advocats que defensa els independentistes detinguts el 23-S
hipòtesi: Els detinguts el 23-S són defensats per advocats d'Alerta Solidària
etiqueta: implicació
----
premissa: Des de llavors, han organitzat grups de guàrdia per evitar l'inici de les obres fins que no hi hagi un compromís per part de l'ACA.
hipòtesi: L'ACA s’encarrega de la planificació i la gestió de l’aigua
etiqueta: neutre
----
premissa: Junt amb el rei Gustau III, amb qui es va trobar al camí, va viatjar a Roma per veure al papa Pius VI.
hipòtesi: Va fer sol el viatge a Roma per veure el papa Pius VI.
etiqueta: contradicció
----
premissa: L’OMC autoritza els EUA a imposar aranzels per valor d’uns 7.500 milions de dòlars a les importacions de la UE
hipòtesi: Els EUA no podran aplicar aranzels a les importacions de la UE
etiqueta:",contradicció,2
"premissa: La culpa de tot la tenen els altres per vostès, ha criticat.
hipòtesi: Vostès no són culpables de res.
etiqueta: implicació
----
premissa: L’autòpsia descarta la mort violenta traumàtica del detingut a la comissaria dels Mossos de Ciutat Vella
hipòtesi: És el segon incident a la comissaria de Ciutat Vella d'enguany
etiqueta: neutre
----
premissa: El govern espanyol va oferir un pacte a Mas abans del 9-N, segons Homs
hipòtesi: Passat el 9-N Espanya va proposar un acord a Mas
etiqueta: contradicció
----
premissa: Tarifa reduïda, normalment a la meitat de la tarifa normal, per a l'ús d'una habitació durant unes hores del dia.
hipòtesi: L'habitació consta d'un llit i dues tauletes de nit.
etiqueta:",neutre,1
"premissa: Tota aquesta cridòria no és més que un intent dels que han desfet ERC i Catalunya per a seguin mamant pel broc gros
hipòtesi: Darrere la desfeta d'ERC i de Catalunya hi ha els interessos d'alguns.
etiqueta: implicació
----
premissa: Sempre que escric sobre aquest tema aspiro que la persona que em llegeix no sàpiga què voto.
hipòtesi: Acostumo a escriure sobre aquest tema cada cop que em sento desanimat.
etiqueta: neutre
----
premissa: Tarifa reduïda, normalment a la meitat de la tarifa normal, per a l'ús d'una habitació durant unes hores del dia.
hipòtesi: La companyia d'autobusos ha establert una tarifa reduïda per als estudiants.
etiqueta: contradicció
----
premissa: Així doncs, esperem veure els pròximament per cercaviles!
hipòtesi: Al poble del costat han fet una cercavila per la festa major.
etiqueta:",neutre,1
"premissa: Indis americans qualifiquen Borrell de supremacista i negacionista pels seus comentaris
hipòtesi: Els comentaris de Borrell no agraden als indis americans
etiqueta: implicació
----
premissa: Al mig hi ha un gran pati de sorra que puntualment alberga diferents activitats municipals i associatives.
hipòtesi: Les curses de sac es realitzen al pati de sorra.
etiqueta: neutre
----
premissa: Si estàs prou desesperat per conèixer dones i t'agrada que et mengin menjar de la teva boca, et podria ajuntar amb la meva mare.
hipòtesi: Si estàs prou fart de conèixer dones, et podria ajuntar amb la meva mare.
etiqueta: contradicció
----
premissa: El va succeir el seu germà Amr ibn al-Layth.
hipòtesi: Amr ibn al-Layth va morir anys després a Bagdad.
etiqueta:",neutre,1
"premissa: El parlament atura la pretensió de Sánchez de fer Iceta president del senat espanyol
hipòtesi: Iceta candidat a presidir el senat espanyol
etiqueta: implicació
----
premissa: Després de la reestructuració d'algunes diòcesis sicilianes, es modificà el seu territori inicial.
hipòtesi: A Sicília hi ha més diòcesis que a Sardenya.  
etiqueta: neutre
----
premissa: El Parlament Europeu anuncia que comença a tramitar el suplicatori del Suprem contra Ponsatí
hipòtesi: Es començarà a tramitar el suplicatori contra Ponsatí d'aquí a una setmana
etiqueta: contradicció
----
premissa: Pel que fa al responsable d'acció local: responsable tècnic de l'Ajuntament de Maó, realitzant el suport tècnic a les tasques.
hipòtesi: Maó és la capital de Menorca.
etiqueta:",neutre,1
"premissa: A més, ha insistit que no preveu la possibilitat que se li impedeixi presentar-se als comicis al Parlament basc perquè és molt difícil jurídicament.
hipòtesi: El més probable és que es pugui presentar a les eleccions per al Govern del País Basc.
etiqueta: implicació
----
premissa: Els observadors internacionals publicaran l’informe final del judici el 14-N
hipòtesi: L'informe final del judici ocupa més dues-centes pàgines
etiqueta: neutre
----
premissa: Aquest programa té per objecte proporcionar un suport i l'atorgament d'un ajut econòmic a persones grans.
hipòtesi: L'objecte d'aquest programa és ajudar econòmicament els refugiats.
etiqueta: contradicció
----
premissa: La CCMA denunciarà l’agressió a un equip de TV3 en els aldarulls a Gràcia
hipòtesi: La CCMA diu que TV3 va rebre un tracte exquisit a Gràcia
etiqueta:",contradicció,2
"premissa: Ja hi ha 110.000 inscrits a la Via Lliure de l’Onze de Setembre a la Meridiana
hipòtesi: La Meridiana s'omplirà de gent el proper Onze de Setembre
etiqueta: implicació
----
premissa: Jo puc parlar de la meva experiència, com a editor de llibres de ciència, i puc parlar només d'aquest sector.
hipòtesi: Aquests llibres de ciència t'agradaran si t'interessa aquest àmbit.
etiqueta: neutre
----
premissa: HB era a efectes legals una coalició electoral d'ANB i ESB, els dos únics partits polítics legals.
hipòtesi: HB mai ha estat a efectes legals una coalició electoral d'ANB i ESB, els dos únics partits polítics legals.
etiqueta: contradicció
----
premissa: Trapero diu als mossos que han esdevingut un referent dels ciutadans i les autoritats
hipòtesi: Trapero ha fet la declaració davant del Parlament
etiqueta:",neutre,1
"premissa: El TC torna a amenaçar Torrent perquè no permeti que el parlament respongui a la sentència
hipòtesi: Torrent està sent acovardit
etiqueta: implicació
----
premissa: Kossove farà eleccions avançades el 8 de setembre després de la dimissió del primer ministre
hipòtesi: El desacord en el govern ha provocat la dimissió
etiqueta: neutre
----
premissa: Aquests llibres estaran a disposició del públic i els investigadors a la biblioteca etnològica del Museu.
hipòtesi: Només el personal del Museu podrà consultar aquests llibres.
etiqueta: contradicció
----
premissa: El concurs va adreçat a alumnes d' entre 6 i 18 anys.
hipòtesi: Els alumnes de primària, secundària i batxillerat poden participar en el concurs.
etiqueta:",implicació,0
"premissa: En els últims mesos, Palafrugell ha anat ampliant el nombre de zones d'accés restingrit amb sistemes de control de pas.
hipòtesi: Ara hi ha més zones d'accés restringit que abans. 
etiqueta: implicació
----
premissa: Aquest rang va des dels censos clàssics basats en una recollida exhaustiva de les dades, fins a un cens basat exclusivament en l'aprofitament de registres administratius.
hipòtesi: Espanya deixa d'utilitzar el cens clàssic de població.
etiqueta: neutre
----
premissa: Més d’11.000 persones es presenten a les oposicions públiques d’infermeria
hipòtesi: Aquest any les oposicions no atrauen gairebé a ningú 
etiqueta: contradicció
----
premissa: Entre el 1956 i el 1961 va ser un dels 156 acusats durant el Judici per Traïció.
hipòtesi: Durant cinc anys va estar acusat, juntament amb 155 persones més.
etiqueta:",implicació,0
